Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
681,2:24:39,Naoko TAKAHASHI,1972-05-06,JPN,1,Tokyo (JPN),2005-11-20,33,48,2005,8679.0
682,2:24:39,Mari OZAKI,1975-07-16,JPN,2,Osaka (JPN),2007-01-28,31,45,2007,8679.0
683,2:24:39,Dire TUNE,1985-06-19,ETH,1,"Houston, TX (USA)",2008-01-13,22,35,2008,8679.0
684,2:24:39,Svetlana ZAKHAROVA,1970-09-15,RUS,2,London (GBR),2008-04-13,37,50,2008,8679.0
685,2:24:39,Askale Magarsa TAFA,1984-09-27,ETH,3,London (GBR),2010-04-25,25,36,2010,8679.0
686,2:24:40,Helena Loshanyang KIROP,1976-09-09,KEN,1,Roma (ITA),2013-03-17,36,44,2013,8680.0
687,2:24:40,Mulu SEBOKA,1984-09-25,ETH,5,"Chicago, IL (USA)",2015-10-11,31,36,2015,8680.0
688,2:24:41,Yanyan DAI,1980-01-08,CHN,4,Beijing (CHN),2001-10-14,21,40,2001,8681.0
689,2:24:41,Ruti AGA,1994-01-16,ETH,3,Berlin (GER),2016-09-25,22,26,2016,8681.0
690,2:24:41,Dibabe KUMA,1996-09-14,ETH,1,Hamburg (GER),2019-04-28,22,24,2019,8681.0
691,2:24:42,Linli ZHANG,1973-03-06,CHN,3,Tianjin (CHN),1993-04-04,20,47,1993,8682.0
692,2:24:42,Shujing ZHANG,1978-09-13,CHN,5,Beijing (CHN),2001-10-14,23,42,2001,8682.0
693,2:24:42,Atsede BAYISA,1987-04-16,ETH,1,Paris (FRA),2009-04-05,21,33,2009,8682.0
694,2:24:42,Mai ITO,1984-05-23,JPN,3,Nagoya (JPN),2015-03-08,30,36,2015,8682.0
695,2:24:42,Worknesh ALEMU,1990-03-19,ETH,6,Amsterdam (NED),2019-10-20,29,30,2019,8682.0
696,2:24:42,Caroline ROTICH,1984-05-13,KEN,5,Frankfurt (GER),2019-10-27,35,36,2019,8682.0
697,2:24:43,Yuri KANO,1978-10-27,JPN,3,Osaka (JPN),2007-01-28,28,42,2007,8683.0
698,2:24:43,Agnes KIPROP,1980-01-14,KEN,2,Paris (FRA),2011-04-10,31,40,2011,8683.0
699,2:24:43,Yukiko AKABA,1979-10-18,JPN,3,London (GBR),2013-04-21,33,41,2013,8683.0
700,2:24:44,Sultan HAYDAR,1987-05-23,TUR,11,Dubai (UAE),2015-01-23,27,33,2015,8684.0
701,2:24:44,Visiline JEPKESHO,1989-12-30,KEN,3,Paris (FRA),2015-04-12,25,30,2015,8684.0
702,2:24:44,Madaí PÉREZ,1980-02-02,MEX,4,"Chicago, IL (USA)",2017-10-08,37,40,2017,8684.0
703,2:24:44,Kuftu TAHIR,1995-10-13,ETH,1,Barcelona (ESP),2019-03-10,23,25,2019,8684.0
704,2:24:45,Joyce CHEPCHUMBA,1970-11-06,KEN,3,"Olympic Stadium, Sydney (AUS)",2000-09-24,29,50,2000,8685.0
705,2:24:45,Brigid KOSGEI,1994-02-20,KEN,2,Lisboa (POR),2016-10-02,22,26,2016,8685.0
706,2:24:46,Madina BIKTAGIROVA,1964-09-20,RUS,2,Berlin (GER),1997-09-28,33,56,1997,8686.0
707,2:24:46,Lidia ŞIMON,1973-09-04,ROU,2,London (GBR),2000-04-16,26,47,2000,8686.0
708,2:24:46,Lornah KIPLAGAT,1974-05-01,NED,5,London (GBR),2007-04-22,32,46,2007,8686.0
709,2:24:46,Lucy KARIMI,1986-10-06,KEN,1,Praha (CZE),2016-05-08,29,34,2016,8686.0
710,2:24:47,Elfinesh ALEMU,1975-03-15,ETH,4,Osaka (JPN),2000-01-30,24,45,2000,8687.0
711,2:24:47,Reiko TOSA,1976-06-11,JPN,2,Tokyo (JPN),2000-11-19,24,44,2000,8687.0
712,2:24:47,Elfinesh ALEMU,1975-03-15,ETH,1,Tokyo (JPN),2003-11-16,28,45,2003,8687.0
713,2:24:47,Megumi TANAKA-OSHIMA,1975-09-04,JPN,2,Nagoya (JPN),2004-03-14,28,45,2004,8687.0
714,2:24:47,Atsede HABTAMU,1987-10-26,ETH,1,Berlin (GER),2009-09-20,21,33,2009,8687.0
715,2:24:47,Tirfi TSEGAYE,1984-11-25,ETH,4,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,31,36,2016,8687.0
716,2:24:47,Purity Cherotich RIONORIPO,1993-06-10,KEN,4,"Chicago, IL (USA)",2016-10-09,23,27,2016,8687.0
717,2:24:47,Letebrhan Haylay GEBRESLASEA,1990-10-29,ETH,1,Dongying (CHN),2018-05-05,27,30,2018,8687.0
718,2:24:47,Salomé ROCHA,1990-04-25,POR,8,London (GBR),2019-04-28,29,30,2019,8687.0
719,2:24:47,Bruktayit ESHETU,1990-09-29,ETH,2,"Houston, TX (USA)",2020-01-19,29,30,2020,8687.0
720,2:24:48,Xiaolin ZHU,1984-02-20,CHN,5,"Olympic Stadium, London (GBR)",2012-08-05,28,36,2012,8688.0
721,2:24:48,Volha MAZURONAK,1989-04-14,BLR,5,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,27,31,2016,8688.0
722,2:24:48,Valary JEMELI,1991-06-08,KEN,1,Valencia (ESP),2016-11-20,25,29,2016,8688.0
723,2:24:48,Celestine CHEPCHIRCHIR,1995-12-18,KEN,3,Seoul (KOR),2019-03-17,23,24,2019,8688.0
724,2:24:49,Sara MOREIRA,1985-10-17,POR,2,Praha (CZE),2015-05-03,29,35,2015,8689.0
725,2:24:49,Yebrgual MELESE,1990-04-18,ETH,5,"Chicago, IL (USA)",2016-10-09,26,30,2016,8689.0
726,2:24:49,Ruth CHEBITOK,1990-12-26,KEN,1,Gold Coast (AUS),2018-07-01,27,29,2018,8689.0
727,2:24:50,Malindi ELMORE,1980-03-13,CAN,3,"Houston, TX (USA)",2020-01-19,39,40,2020,8690.0
728,2:24:51,Irina MIKITENKO,1972-08-23,GER,2,Berlin (GER),2007-09-30,35,48,2007,8691.0
729,2:24:51,Tirfi TSEGAYE,1984-11-25,ETH,3,Paris (FRA),2010-04-11,25,36,2010,8691.0
730,2:24:51,Gladys CHESIR,1993-02-20,KEN,2,Amsterdam (NED),2017-10-15,24,27,2017,8691.0
731,2:24:51,Bruktayit ESHETU,1990-09-29,ETH,1,"Houston, TX (USA)",2018-01-14,27,30,2018,8691.0
732,2:24:51,Shitaye ESHETE,1990-05-21,BRN,1,Hamburg (GER),2018-04-29,27,30,2018,8691.0
733,2:24:51,Amane Beriso SHANKULE,1991-10-13,ETH,1,Mumbai (IND),2020-01-19,28,29,2020,8691.0
734,2:24:52,Joan BENOIT-SAMUELSON,1957-05-16,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-05,27,63,1984,8692.0
735,2:24:52,Li-rong ZHANG,1973-03-03,CHN,4,Tianjin (CHN),1993-04-04,20,47,1993,8692.0
736,2:24:53,Jelena PROKOPČUKA,1976-09-21,LAT,3,"Chicago, IL (USA)",2003-10-12,27,44,2003,8693.0
737,2:24:53,Irina MIKITENKO,1972-08-23,GER,7,London (GBR),2012-04-22,39,48,2012,8693.0
738,2:24:53,Abeba-Tekulu GEBREMESKEL,1989-01-01,ETH,2,Sevilla (ESP),2019-02-17,30,31,2019,8693.0
739,2:24:54,Grete WAITZ,1953-10-01,NOR,1,London (GBR),1986-04-20,32,67,1986,8694.0
740,2:24:54,Elfinesh ALEMU,1975-03-15,ETH,2,"Chicago, IL (USA)",2001-10-07,26,45,2001,8694.0
741,2:24:54,Ryoko KITAJIMA-EDA,1976-06-12,JPN,3,Nagoya (JPN),2005-03-13,28,44,2005,8694.0
742,2:24:54,Helena Loshanyang KIROP,1976-09-09,KEN,3,Dubai (UAE),2010-01-22,33,44,2010,8694.0
743,2:24:54,Irina MIKITENKO,1972-08-23,GER,3,Berlin (GER),2013-09-29,41,48,2013,8694.0
744,2:24:54,Meseret BELETE,1999-09-16,ETH,4,"Houston, TX (USA)",2020-01-19,20,21,2020,8694.0
745,2:24:55,Ingrid KRISTIANSEN,1956-03-21,NOR,1,"Boston, MA (USA)",1986-04-21,30,64,1986,8695.0
746,2:24:55,Elfinesh ALEMU,1975-03-15,ETH,1,Nagano (JPN),2000-04-09,25,45,2000,8695.0
747,2:24:55,Yukiko AKABA,1979-10-18,JPN,4,London (GBR),2010-04-25,30,41,2010,8695.0
748,2:24:55,Eyerusalem KUMA,1981-09-07,ETH,2,Amsterdam (NED),2011-10-16,30,39,2011,8695.0
749,2:24:55,Zinash MEKONNEN,1996-09-11,ETH,11,Valencia (ESP),2019-12-01,23,24,2019,8695.0
750,2:24:56,Elfinesh ALEMU,1975-03-15,ETH,8,London (GBR),2003-04-13,28,45,2003,8696.0
751,2:24:56,Filomena CHEPCHIRCHIR,1981-12-01,KEN,4,Berlin (GER),2012-09-30,30,39,2012,8696.0
752,2:24:57,Joyce CHEPCHUMBA,1970-11-06,KEN,3,London (GBR),2000-04-16,29,50,2000,8697.0
753,2:24:57,Azusa NOJIRI,1982-06-06,JPN,2,Osaka (JPN),2012-01-29,29,38,2012,8697.0
754,2:24:57,Alemitu Abera BEGNA,1986-01-01,ETH,1,Daegu (KOR),2012-04-08,26,34,2012,8697.0
755,2:24:57,Belaynesh OLJIRA,1990-06-26,ETH,2,"Houston, TX (USA)",2018-01-14,27,30,2018,8697.0
756,2:24:58,Bezunesh BEKELE,1983-01-29,ETH,2,Berlin (GER),2010-09-26,27,37,2010,8698.0
757,2:24:59,Banuelia KATESIGWA,1977-11-14,TAN,1,Tokyo (JPN),2002-11-17,25,43,2002,8699.0
758,2:24:59,Margaret OKAYO,1976-05-30,KEN,1,Milano (ITA),2002-12-01,26,44,2002,8699.0
759,2:24:59,Jessica AUGUSTO,1981-11-08,POR,8,London (GBR),2012-04-22,30,39,2012,8699.0
760,2:24:59,Ashete BEKERE,1988-04-17,ETH,3,Frankfurt (GER),2014-10-26,26,32,2014,8699.0
761,2:24:59,Agnes Jeruto KIPROTICH,1982-02-05,KEN,3,Seoul (KOR),2016-03-20,34,38,2016,8699.0
762,2:25:00,Chunxiu ZHOU,1978-11-15,CHN,1,Guangzhou (CHN),2010-11-27,32,42,2010,8700.0
763,2:25:00,Purity Cherotich RIONORIPO,1993-06-10,KEN,2,Praha (CZE),2016-05-08,22,27,2016,8700.0
764,2:25:00,Eunice Chebichii CHUMBA,1993-05-23,BRN,3,Amsterdam (NED),2016-10-16,23,27,2016,8700.0
765,2:25:00,Stella BARSOSIO,1993-03-12,KEN,9,Frankfurt (GER),2018-10-28,25,27,2018,8700.0
766,2:25:01,Svetlana ZAKHAROVA,1970-09-15,RUS,3,"Chicago, IL (USA)",2004-10-10,34,50,2004,8701.0
767,2:25:01,Helena Loshanyang KIROP,1976-09-09,KEN,3,Berlin (GER),2008-09-28,32,44,2008,8701.0
768,2:25:01,Chunxiu ZHOU,1978-11-15,CHN,2,Seoul (KOR),2010-03-21,31,42,2010,8701.0
769,2:25:01,Tatyana PETROVA,1983-04-08,RUS,5,Berlin (GER),2011-09-25,28,37,2011,8701.0
770,2:25:01,Belaynesh OLJIRA,1990-06-26,ETH,5,Dubai (UAE),2013-01-25,22,30,2013,8701.0
771,2:25:01,Mulu SEBOKA,1984-09-25,ETH,1,Dubai (UAE),2014-01-24,29,36,2014,8701.0
772,2:25:01,Prisca JEPTOO,1984-06-24,KEN,7,London (GBR),2015-04-26,30,36,2015,8701.0
773,2:25:01,Tadelech BEKELE ALEMU,1991-04-11,ETH,4,Berlin (GER),2015-09-27,24,29,2015,8701.0
774,2:25:01,Letebrhan Haylay GEBRESLASEA,1990-10-29,ETH,1,Dongying (CHN),2017-05-07,26,30,2017,8701.0
775,2:25:01,Mulu SEBOKA,1984-09-25,ETH,4,Seoul (KOR),2018-03-18,33,36,2018,8701.0
776,2:25:02,Rie MATSUOKA,1977-03-09,JPN,2,Tokyo (JPN),2002-11-17,25,43,2002,8702.0
777,2:25:02,Asselefech MEDESSA MERGIA,1985-01-23,ETH,2,Paris (FRA),2009-04-05,24,35,2009,8702.0
778,2:25:02,Yoko SHIBUI,1979-03-14,JPN,4,Nagoya (JPN),2012-03-11,32,41,2012,8702.0
779,2:25:02,Abebech AFEWORK,1990-12-11,ETH,5,Berlin (GER),2014-09-28,23,30,2014,8702.0
780,2:25:02,Abebech AFEWORK,1990-12-11,ETH,7,Paris (FRA),2018-04-08,27,30,2018,8702.0
781,2:25:02,Sharon Jemutai CHEROP,1984-03-16,KEN,4,Ljubljana (SLO),2018-10-28,34,36,2018,8702.0
782,2:25:03,Takami OMINAMI,1975-11-15,JPN,1,Nagoya (JPN),2003-03-09,27,45,2003,8703.0
783,2:25:03,Mara YAMAUCHI,1973-08-13,GBR,3,Tokyo (JPN),2008-11-16,35,47,2008,8703.0
784,2:25:03,Alice Jemeli TIMBILILI,1983-02-01,KEN,1,Amsterdam (NED),2010-10-17,27,37,2010,8703.0
785,2:25:03,Boru Feyse TADESE,1988-11-19,ETH,7,London (GBR),2016-04-24,27,32,2016,8703.0
786,2:25:03,Askale MERACHI,1987-01-04,ETH,6,Frankfurt (GER),2019-10-27,32,33,2019,8703.0
787,2:25:04,Marisa BARROS,1980-02-25,POR,3,Yokohama (JPN),2011-02-20,30,40,2011,8704.0
788,2:25:04,Shure DEMISE,1996-01-21,ETH,6,Tokyo (JPN),2016-02-28,20,24,2016,8704.0
789,2:25:04,Helen BEKELE,1994-11-21,ETH,1,Barcelona (ESP),2017-03-12,22,26,2017,8704.0
790,2:25:04,Margaret AGAI,1988-06-10,KEN,2,Istanbul (TUR),2018-11-11,30,32,2018,8704.0
791,2:25:04,Birhane DIBABA,1993-09-11,ETH,9,London (GBR),2019-04-28,25,27,2019,8704.0
792,2:25:05,Margaret OKAYO,1976-05-30,KEN,1,"San Diego, CA (USA)",2001-06-03,25,44,2001,8705.0
793,2:25:05,Catherine NDEREBA,1972-07-21,KEN,1,Osaka (JPN),2006-01-29,33,48,2006,8705.0
794,2:25:06,Yanan WEI,1981-12-06,CHN,1,Seoul (KOR),2002-03-17,20,39,2002,8706.0
795,2:25:06,Svetlana ZAKHAROVA,1970-09-15,RUS,4,London (GBR),2009-04-26,38,50,2009,8706.0
796,2:25:07,Askale Magarsa TAFA,1984-09-27,ETH,1,Paris (FRA),2007-04-15,22,36,2007,8707.0
797,2:25:07,Prisca JEPTOO,1984-06-24,KEN,1,"New York, NY (USA)",2013-11-03,29,36,2013,8707.0
798,2:25:07,Mary Jepkosgei KEITANY,1982-01-18,KEN,1,"New York, NY (USA)",2014-11-02,32,38,2014,8707.0
799,2:25:08,Derartu TULU,1972-03-21,ETH,1,Tokyo (JPN),2001-11-18,29,48,2001,8708.0
800,2:25:08,Souad AIT SALEM,1979-01-06,ALG,1,Roma (ITA),2007-03-18,28,41,2007,8708.0
801,2:25:08,Atsede BAYISA,1987-04-16,ETH,5,Dubai (UAE),2011-01-21,23,33,2011,8708.0
802,2:25:08,Birke DEBELE,1995-09-12,ETH,7,Nagoya (JPN),2020-03-08,24,25,2020,8708.0
803,2:25:09,Masako CHIBA,1976-07-18,JPN,3,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,27,44,2003,8709.0
804,2:25:09,Shitaye BEDASO,1988-01-01,ETH,2,Eindhoven (NED),2011-10-09,23,32,2011,8709.0
805,2:25:09,Sultan HAYDAR,1987-05-23,TUR,2,Paris (FRA),2012-04-15,24,33,2012,8709.0
806,2:25:09,Dinknesh Mekash TEFERA,1985-09-11,ETH,4,Paris (FRA),2013-04-07,27,35,2013,8709.0
807,2:25:09,Purity Cherotich RIONORIPO,1993-06-10,KEN,1,Lisboa (POR),2015-10-18,22,27,2015,8709.0
808,2:25:09,Sayaka KUWAHARA,1993-03-08,JPN,6,Nagoya (JPN),2016-03-13,23,27,2016,8709.0
809,2:25:10,Lidiya GRIGORYEVA,1974-01-21,RUS,1,"Los Angeles, CA (USA)",2006-03-18,32,46,2006,8710.0
810,2:25:10,Yanan WEI,1981-12-06,CHN,3,Xiamen (CHN),2008-01-05,26,39,2008,8710.0
811,2:25:10,Mara YAMAUCHI,1973-08-13,GBR,1,Osaka (JPN),2008-01-27,34,47,2008,8710.0
812,2:25:10,Kiyoko SHIMAHARA,1976-12-22,JPN,1,Sapporo (JPN),2009-08-30,32,43,2009,8710.0
813,2:25:10,Isabellah ANDERSSON,1980-11-12,SWE,4,Frankfurt (GER),2010-10-31,29,40,2010,8710.0
814,2:25:10,Jemima Jelagat SUMGONG,1984-12-21,KEN,2,"New York, NY (USA)",2014-11-02,29,35,2014,8710.0
815,2:25:10,Hirut TIBEBU,1994-12-13,ETH,1,Hangzhou (CHN),2018-11-04,23,26,2018,8710.0
816,2:25:10,Sally KIPYEGO,1985-12-19,USA,7,Berlin (GER),2019-09-29,33,34,2019,8710.0
817,2:25:11,Manuela MACHADO,1963-08-09,POR,3,London (GBR),1999-04-18,35,57,1999,8711.0
818,2:25:11,Masako CHIBA,1976-07-18,JPN,2,Rotterdam (NED),2002-04-21,25,44,2002,8711.0
819,2:25:11,Jessica AUGUSTO,1981-11-08,POR,6,"Olympic Stadium, London (GBR)",2012-08-05,30,39,2012,8711.0
820,2:25:11,Meskerem ASSEFA,1991-10-03,ETH,6,"Chicago, IL (USA)",2015-10-11,24,29,2015,8711.0
821,2:25:11,Sharon Jemutai CHEROP,1984-03-16,KEN,5,Ljubljana (SLO),2019-10-27,35,36,2019,8711.0
822,2:25:12,Alevtina BIKTIMIROVA,1982-09-10,RUS,1,Frankfurt (GER),2005-10-30,23,38,2005,8712.0
823,2:25:12,Lyubov MORGUNOVA,1971-01-14,RUS,1,Rotterdam (NED),2008-04-13,37,49,2008,8712.0
824,2:25:12,Hirut TIBEBU,1994-12-13,ETH,5,Dubai (UAE),2017-01-20,22,26,2017,8712.0
825,2:25:12,Rahma TUSA,1993-09-14,ETH,1,Guangzhou (CHN),2017-12-10,24,27,2017,8712.0
826,2:25:13,Mara YAMAUCHI,1973-08-13,GBR,6,London (GBR),2006-04-23,32,47,2006,8713.0
827,2:25:13,Philomena CHEYECH,1982-07-05,KEN,1,Toronto (CAN),2013-10-20,31,38,2013,8713.0
828,2:25:13,Nancy Jepkosgei KIPROP,1979-07-07,KEN,2,Valencia (ESP),2016-11-20,37,41,2016,8713.0
829,2:25:13,Belaynesh OLJIRA,1990-06-26,ETH,2,Praha (CZE),2018-05-06,27,30,2018,8713.0
830,2:25:13,Molly SEIDEL,1994-07-12,USA,6,London (GBR),2020-10-04,26,26,2020,8713.0
831,2:25:14,Kayoko OBATA,1971-09-18,JPN,5,Osaka (JPN),2000-01-30,28,49,2000,8714.0
832,2:25:14,Amane GOBENA,1986-09-11,ETH,1,Osaka (JPN),2010-01-31,23,34,2010,8714.0
833,2:25:14,Fate TOLA,1987-10-22,ETH,5,Berlin (GER),2012-09-30,24,33,2012,8714.0
834,2:25:14,Atsede BAYISA,1987-04-16,ETH,4,London (GBR),2013-04-21,26,33,2013,8714.0
835,2:25:14,Christelle DAUNAY,1974-12-05,FRA,1,"Letzigrund, Zürich (SUI)",2014-08-16,39,46,2014,8714.0
836,2:25:14,Emily Chemutai NGETICH,1984-09-27,KEN,4,Frankfurt (GER),2014-10-26,30,36,2014,8714.0
837,2:25:14,Letebrhan Haylay GEBRESLASEA,1990-10-29,ETH,3,Istanbul (TUR),2017-11-12,27,30,2017,8714.0
838,2:25:15,Katrin DÖRRE-HEINIG,1961-10-06,GER,1,Berlin (GER),1994-09-25,32,59,1994,8715.0
839,2:25:15,Weiwei SUN,1985-01-13,CHN,5,Beijing (CHN),2002-10-13,17,35,2002,8715.0
840,2:25:15,Živilé BALČIUNAITÉ,1979-04-03,LTU,2,Tokyo (JPN),2005-11-20,26,41,2005,8715.0
841,2:25:15,Xue BAI,1988-12-13,CHN,1,"Olympiastadion, Berlin (GER)",2009-08-23,20,32,2009,8715.0
842,2:25:15,Salomie Kassa GETNET,1986-04-10,ETH,2,Roma (ITA),2013-03-17,26,34,2013,8715.0
843,2:25:15,Dulce FÉLIX,1982-10-23,POR,8,London (GBR),2015-04-26,32,38,2015,8715.0
844,2:25:15,Lisa WEIGHTMAN,1979-01-16,AUS,5,London (GBR),2017-04-23,38,41,2017,8715.0
845,2:25:15,Honami MAEDA,1996-07-17,JPN,1,Tokyo (JPN),2019-09-15,23,24,2019,8715.0
846,2:25:16,Shure DEMISE,1996-01-21,ETH,1,Toronto (CAN),2016-10-16,20,24,2016,8716.0
847,2:25:17,Rosa MOTA,1958-06-29,POR,1,"Stadio Olimpico, Roma (ITA)",1987-08-29,29,62,1987,8717.0
848,2:25:17,Atsede HABTAMU,1987-10-26,ETH,2f1,Dubai (UAE),2009-01-16,21,33,2009,8717.0
849,2:25:17,Meskerem ASSEFA,1991-10-03,ETH,3,"Houston, TX (USA)",2013-01-13,21,29,2013,8717.0
850,2:25:17,Lucy KARIMI,1986-10-06,KEN,3,Rotterdam (NED),2017-04-09,30,34,2017,8717.0
851,2:25:17,Roza DEREJE,1997-05-09,ETH,3,Wien (AUT),2017-04-23,19,23,2017,8717.0
852,2:25:17,Abebech AFEWORK,1990-12-11,ETH,10,Frankfurt (GER),2018-10-28,27,30,2018,8717.0
853,2:25:18,Nuţa OLARU,1970-08-28,ROU,6,London (GBR),2001-04-22,30,50,2001,8718.0
854,2:25:18,Xue BAI,1988-12-13,CHN,5,London (GBR),2010-04-25,21,32,2010,8718.0
855,2:25:18,Angela TANUI,1992-07-27,KEN,4,Istanbul (TUR),2019-11-03,27,28,2019,8718.0
856,2:25:19,Sinead DIVER,1977-02-17,AUS,1,Melbourne (AUS),2018-10-14,41,43,2018,8719.0
857,2:25:20,Madina BIKTAGIROVA,1964-09-20,RUS,5,"Chicago, IL (USA)",2002-10-13,38,56,2002,8720.0
858,2:25:20,Boru Feyse TADESE,1988-11-19,ETH,3,Eindhoven (NED),2011-10-09,22,32,2011,8720.0
859,2:25:20,Josephine CHEPKOECH,1989-04-21,KEN,2,Barcelona (ESP),2019-03-10,29,31,2019,8720.0
860,2:25:20,Agnes Jeruto KIPROTICH,1982-02-05,KEN,1,Hangzhou (CHN),2019-11-03,37,38,2019,8720.0
861,2:25:21,Katrin DÖRRE-HEINIG,1961-10-06,GER,1,Hamburg (GER),1998-04-19,36,59,1998,8721.0
862,2:25:21,Yasuko HASHIMOTO,1975-08-12,JPN,4,Nagoya (JPN),2005-03-13,29,45,2005,8721.0
863,2:25:21,Kimberley SMITH,1981-11-19,NZL,6,London (GBR),2010-04-25,28,39,2010,8721.0
864,2:25:21,Merima MOHAMMED,1992-06-10,ETH,4,Shanghai (CHN),2012-12-02,20,28,2012,8721.0
865,2:25:22,Marleen RENDERS,1968-12-24,BEL,1,Berlin (GER),1998-09-20,29,51,1998,8722.0
866,2:25:22,Margaret OKAYO,1976-05-30,KEN,4,London (GBR),2005-04-17,28,44,2005,8722.0
867,2:25:22,Agnes KIPROP,1980-01-14,KEN,5,Paris (FRA),2013-04-07,33,40,2013,8722.0
868,2:25:22,Caroline Cheptanui KILEL,1981-03-21,KEN,2,Shanghai (CHN),2014-11-02,33,39,2014,8722.0
869,2:25:22,Rebeca CHESIRE,1992-01-01,KEN,12,Dubai (UAE),2015-01-23,23,28,2015,8722.0
870,2:25:22,Senbere TEFERI,1995-05-03,ETH,7,Tokyo (JPN),2020-03-01,24,25,2020,8722.0
871,2:25:23,Olivera JEVTIĆ,1977-07-24,SCG,1,Rotterdam (NED),2003-04-13,25,43,2003,8723.0
872,2:25:23,Rael Nguriatukei KINYARA,1984-04-04,KEN,4,Eindhoven (NED),2011-10-09,27,36,2011,8723.0
873,2:25:23,Meselech MELKAMU,1985-04-19,ETH,2,Dubai (UAE),2014-01-24,28,35,2014,8723.0
874,2:25:23,Mulu SEBOKA,1984-09-25,ETH,1,Daegu (KOR),2014-04-06,29,36,2014,8723.0
875,2:25:23,Azmera ABREHA,1998-01-31,ETH,3,Amsterdam (NED),2017-10-15,19,22,2017,8723.0
876,2:25:23,Honami MAEDA,1996-07-17,JPN,7,Berlin (GER),2018-09-16,22,24,2018,8723.0
877,2:25:24,Katrin DÖRRE-HEINIG,1961-10-06,GDR,1,Tokyo (JPN),1987-11-15,26,59,1987,8724.0
878,2:25:24,Caroline Cheptanui KILEL,1981-03-21,KEN,1,Ljubljana (SLO),2009-10-25,28,39,2009,8724.0
879,2:25:24,Askale Magarsa TAFA,1984-09-27,ETH,9,London (GBR),2011-04-17,26,36,2011,8724.0
880,2:25:24,Letebrhan Haylay GEBRESLASEA,1990-10-29,ETH,3,Praha (CZE),2015-05-03,24,30,2015,8724.0
881,2:25:24,Mare DIBABA,1989-10-20,ETH,11,Frankfurt (GER),2018-10-28,29,31,2018,8724.0
882,2:25:24,Dulce FÉLIX,1982-10-23,POR,5,Valencia (ESP),2018-12-02,36,38,2018,8724.0
883,2:25:25,Naoko SAKAMOTO,1980-11-14,JPN,4,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,22,40,2003,8725.0
884,2:25:25,Yoshimi OZAKI,1981-07-01,JPN,2,"Olympiastadion, Berlin (GER)",2009-08-23,28,39,2009,8725.0
885,2:25:25,Volha MAZURONAK,1989-04-14,BLR,1,Düsseldorf (GER),2018-04-29,29,31,2018,8725.0
886,2:25:25,Sairi MAEDA,1991-11-07,JPN,10,Nagoya (JPN),2019-03-10,27,29,2019,8725.0
887,2:25:26,Gete WAMI,1974-12-11,ETH,2,"Los Angeles, CA (USA)",2006-03-18,31,46,2006,8726.0
888,2:25:26,Mai ITO,1984-05-23,JPN,5,Nagoya (JPN),2012-03-11,27,36,2012,8726.0
889,2:25:26,Ryoko KIZAKI,1985-06-21,JPN,2,Nagoya (JPN),2014-03-09,28,35,2014,8726.0
890,2:25:26,Valary JEMELI,1991-06-08,KEN,1,Barcelona (ESP),2016-03-13,24,29,2016,8726.0
891,2:25:26,Shalane FLANAGAN,1981-07-08,USA,6,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,35,39,2016,8726.0
892,2:25:26,Sentayehu LEWETEGN,1996-05-09,ETH,6,Ljubljana (SLO),2019-10-27,23,24,2019,8726.0
893,2:25:27,Mare DIBABA,1989-10-20,ETH,5,Frankfurt (GER),2010-10-31,21,31,2010,8727.0
894,2:25:27,Valeria STRANEO,1976-04-05,ITA,7,"Olympic Stadium, London (GBR)",2012-08-05,36,44,2012,8727.0
895,2:25:27,Valeria STRANEO,1976-04-05,ITA,2,"Letzigrund, Zürich (SUI)",2014-08-16,38,44,2014,8727.0
896,2:25:27,Ruti AGA,1994-01-16,ETH,2,Wien (AUT),2016-04-10,22,26,2016,8727.0
897,2:25:27,Mamitu DASKA,1983-10-16,ETH,1,Frankfurt (GER),2016-10-30,33,37,2016,8727.0
898,2:25:27,Salomé ROCHA,1990-04-25,POR,8,Berlin (GER),2018-09-16,28,30,2018,8727.0
899,2:25:27,Emma BATES,1992-07-08,USA,4,"Chicago, IL (USA)",2019-10-13,27,28,2019,8727.0
900,2:25:28,Lisa MARTIN,1960-05-12,AUS,1,Auckland (NZL),1990-01-31,29,60,1990,8728.0
901,2:25:28,Firehiwot Tesfaye DADO,1984-01-09,ETH,1,Roma (ITA),2010-03-21,26,36,2010,8728.0
902,2:25:28,Atsede HABTAMU,1987-10-26,ETH,1,Tokyo (JPN),2012-02-26,24,33,2012,8728.0
903,2:25:28,Birke DEBELE,1995-09-12,ETH,2,Hamburg (GER),2018-04-29,22,25,2018,8728.0
904,2:25:28,Mizuki TANIMOTO,1994-12-18,JPN,11,Nagoya (JPN),2019-03-10,24,25,2019,8728.0
905,2:25:29,Grete WAITZ,1953-10-01,NOR,1,London (GBR),1983-04-17,29,67,1983,8729.0
