Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age
790,2:07:31,Sisay LEMMA,1990-12-12,ETH,1,Wien (AUT),2015-04-12,24,29
791,2:07:31,Stephen KIPROTICH,1989-02-27,UGA,2,Hamburg (GER),2017-04-23,28,31
792,2:07:31,Masato KIKUCHI,1990-09-18,JPN,14,Tokyo (JPN),2020-03-01,29,30
793,2:07:32,Rodgers ROP,1976-02-16,KEN,1,Hamburg (GER),2007-04-29,31,44
794,2:07:32,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Seoul (KOR),2008-03-16,36,48
795,2:07:32,Francis Kibiwott LARABAL,1978-09-15,KEN,2,See Genezareth (ISR),2012-01-12,33,42
796,2:07:32,Negari Getachew TERFA,1983-01-01,ETH,1,Xiamen (CHN),2013-01-05,30,37
797,2:07:32,Bazu WORKU HAYLA,1990-09-15,ETH,1,"Houston, TX (USA)",2014-01-19,23,30
798,2:07:32,Mathew Kipkoech KISORIO,1989-05-16,KEN,1,Daegu (KOR),2017-04-02,27,31
799,2:07:32,Elisha ROTICH,1990-04-12,KEN,1,Eindhoven (NED),2018-10-14,28,30
800,2:07:32,Wondwosen FELEKE,1993-01-01,ETH,3,Marrakesh (MAR),2020-01-26,27,27
801,2:07:33,Abdelkader EL MOUAZIZ,1969-01-01,MAR,2,London (GBR),2000-04-16,31,51
802,2:07:33,Oleksandr KUZIN,1974-10-21,UKR,1,Linz (AUT),2007-04-15,32,46
803,2:07:33,Wilfred Kibet KIGEN,1975-02-23,KEN,2,Hamburg (GER),2007-04-29,32,45
804,2:07:33,Charles Waweru KAMATHI,1978-05-18,KEN,3,Rotterdam (NED),2008-04-13,29,42
805,2:07:33,Abderrahim BOURAMDANE,1978-01-01,MAR,4,London (GBR),2010-04-25,32,42
806,2:07:33,Eshetu WENDIMU,1986-10-03,ETH,3,Paris (FRA),2011-04-10,24,34
807,2:07:33,Seboka Dibaba TOLA,1987-11-10,ETH,3,Paris (FRA),2015-04-12,27,33
808,2:07:33,Bernard Kiprop KIPYEGO,1986-07-16,KEN,2,Tokyo (JPN),2016-02-28,29,34
809,2:07:33,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,6,Seoul (KOR),2017-03-19,32,36
810,2:07:33,Deribe ROBI,1990-09-26,ETH,9,Valencia (ESP),2018-12-02,28,30
811,2:07:33,Hamid BEN DAOUD,1996-02-19,ESP,12,Sevilla (ESP),2020-02-23,24,24
812,2:07:34,Antonio PENA,1970-08-26,ESP,1,Otsu (JPN),2001-03-04,30,50
813,2:07:34,Rodgers ROP,1976-02-16,KEN,6,London (GBR),2006-04-23,30,44
814,2:07:34,Yonas KIFLE,1977-11-05,ERI,5,Amsterdam (NED),2007-10-21,29,43
815,2:07:34,Gudisa SHENTAMA,1980-06-19,ETH,4,Paris (FRA),2008-04-06,27,40
816,2:07:34,Elija KEMBOI,1984-09-10,KEN,3,Frankfurt (GER),2013-10-27,29,36
817,2:07:34,Dickson CHUMBA,1986-10-27,KEN,3,Tokyo (JPN),2016-02-28,29,34
818,2:07:34,Tesfamriam Samuel TSEGAY,1988-02-24,ERI,6,Valencia (ESP),2017-11-19,29,32
819,2:07:34,Kenneth KETER,1996-08-04,KEN,5,Frankfurt (GER),2018-10-28,22,24
820,2:07:35,Abebe MEKONNEN,1964-01-09,ETH,1,Beijing (CHN),1988-10-16,24,56
821,2:07:35,Robert Kipkoech CHERUIYOT,1978-09-26,KEN,1,"Chicago, IL (USA)",2006-10-22,28,42
822,2:07:35,Paul Kiprop KIRUI,1980-02-05,KEN,3,Seoul (KOR),2010-03-21,30,40
823,2:07:35,Hailu MEKONNEN,1980-04-04,ETH,1,Tokyo (JPN),2011-02-27,30,40
824,2:07:35,Teferi BACHA,1981-01-21,ETH,3,See Genezareth (ISR),2012-01-12,30,39
825,2:07:35,Gilbert Kipruto KIRWA,1985-12-20,KEN,3,Frankfurt (GER),2012-10-28,26,34
826,2:07:35,Limenih GETACHEW,1990-04-30,ETH,2,Hamburg (GER),2013-04-21,22,30
827,2:07:35,Franklin CHEPKWONY,1984-06-15,KEN,6,Berlin (GER),2014-09-28,30,36
828,2:07:35,Julius Kiprono TARUS,1991-11-11,KEN,4,Eindhoven (NED),2019-10-13,27,29
829,2:07:36,Felix KENY,1985-12-25,KEN,2,Barcelona (ESP),2010-03-07,24,34
830,2:07:36,Kenneth Mburu MUNGARA,1973-09-07,KEN,2,Praha (CZE),2011-05-08,37,47
831,2:07:36,Josphat Muchiri NDAMBIRI,1985-02-12,KEN,1,Fukuoka (JPN),2011-12-04,26,35
832,2:07:37,Robert CHEBOROR,1978-09-09,KEN,2,Hamburg (GER),2006-04-23,27,42
833,2:07:37,Jason MBOTE,1977-01-05,KEN,2,Seoul (KOR),2008-03-16,31,43
834,2:07:37,David Mandago KIPKORIR,1974-12-15,KEN,2,"Chicago, IL (USA)",2008-10-12,33,45
835,2:07:37,Teshome Etanat GELANA,1983-10-31,ETH,1,"Houston, TX (USA)",2010-01-17,26,37
836,2:07:37,Hailu MEKONNEN,1980-04-04,ETH,5,Amsterdam (NED),2010-10-17,30,40
837,2:07:37,Peter KAMAIS,1976-11-07,KEN,1,Xiamen (CHN),2012-01-07,35,44
838,2:07:37,Michael KIPYEGO,1983-10-02,KEN,1,Tokyo (JPN),2012-02-26,28,37
839,2:07:37,Alfred KERING,1978-11-20,KEN,1,Köln (GER),2012-10-14,33,42
840,2:07:37,Geoffrey KAMWOROR,1992-11-28,KEN,6,Tokyo (JPN),2014-02-23,21,28
841,2:07:37,Stephen CHEMLANY,1982-08-09,KEN,3,Paris (FRA),2016-04-03,33,38
842,2:07:37,Solomon Kirwa YEGO,1987-05-10,KEN,4,Hamburg (GER),2018-04-29,30,33
843,2:07:37,Benson SEUREI,1984-03-27,BRN,10,Valencia (ESP),2018-12-02,34,36
844,2:07:38,Julio REY,1972-01-13,ESP,1,Hamburg (GER),2005-04-24,33,48
845,2:07:38,Abel KIRUI,1982-06-04,KEN,1,Wien (AUT),2008-04-27,25,38
846,2:07:38,Charles Waweru KAMATHI,1978-05-18,KEN,1,Eindhoven (NED),2010-10-10,32,42
847,2:07:38,Nicholas Chelimo KIPKORIR,1983-01-08,KEN,2,Eindhoven (NED),2010-10-10,27,37
848,2:07:38,Abel KIRUI,1982-06-04,KEN,1,"DS, Daegu (KOR)",2011-09-04,29,38
849,2:07:38,Gilbert YEGON,1988-08-06,KEN,2,Wien (AUT),2012-04-15,23,32
850,2:07:38,Teferi BACHA,1981-01-21,ETH,5,Paris (FRA),2012-04-15,31,39
851,2:07:38,James Kipsang KWAMBAI,1983-02-28,KEN,6,Seoul (KOR),2014-03-16,31,37
852,2:07:38,Markos GENETI,1984-06-07,ETH,1,Hengshui (CHN),2014-09-20,30,36
853,2:07:38,Laban MUTAI,1988-01-15,KEN,2,Eindhoven (NED),2018-10-14,30,32
854,2:07:38,Shohei OTSUKA,1994-08-13,JPN,2,Fukuoka (JPN),2020-12-06,26,26
855,2:07:39,Japheth KOSGEI,1968-12-20,KEN,1,Otsu (JPN),2003-03-02,34,51
856,2:07:39,Benjamin KOSKEI,1971-09-05,KEN,3,Amsterdam (NED),2003-10-19,32,49
857,2:07:39,Henryk SZOST,1982-01-20,POL,2,Otsu (JPN),2012-03-04,30,38
858,2:07:39,Limenih GETACHEW,1990-04-30,ETH,2,Köln (GER),2012-10-14,22,30
859,2:07:39,Masato IMAI,1984-04-02,JPN,7,Tokyo (JPN),2015-02-22,30,36
860,2:07:39,Victor KIPCHIRCHIR,1987-12-05,KEN,1,Valencia (ESP),2016-11-20,28,33
861,2:07:39,Alfers LAGAT,1986-08-07,KEN,5,Tokyo (JPN),2017-02-26,30,34
862,2:07:39,Tesfaye ABERA,1992-03-31,ETH,8,Amsterdam (NED),2017-10-15,25,28
863,2:07:39,Koen NAERT,1989-09-03,BEL,7,Rotterdam (NED),2019-04-07,29,31
864,2:07:39,Abdi NAGEEYE,1989-03-02,NED,9,Amsterdam (NED),2019-10-20,30,31
865,2:07:39,Tadashi ISSHIKI,1994-06-05,JPN,15,Tokyo (JPN),2020-03-01,25,26
866,2:07:40,Hiromi TANIGUCHI,1960-04-05,JPN,2,Beijing (CHN),1988-10-16,28,60
867,2:07:40,Daniel NJENGA,1976-05-07,KEN,2,"Chicago, IL (USA)",2006-10-22,30,44
868,2:07:40,Paul Kipkemboi BIWOTT,1978-04-18,KEN,3,Eindhoven (NED),2010-10-10,32,42
869,2:07:40,Deressa CHIMSA,1976-11-21,ETH,7,Tokyo (JPN),2014-02-23,37,44
870,2:07:40,Stephen MOKOKA,1985-01-31,RSA,2,Shanghai (CHN),2015-11-08,30,35
871,2:07:40,Dadi Yami GEMEDA,1982-01-01,ETH,4,Marrakesh (MAR),2020-01-26,38,38
872,2:07:41,Elijah LAGAT,1966-06-19,KEN,1,Berlin (GER),1997-09-28,31,54
873,2:07:41,Simon BIWOTT,1972-03-03,KEN,3,Rotterdam (NED),1999-04-18,27,48
874,2:07:41,Daniel NJENGA,1976-05-07,KEN,3,"Chicago, IL (USA)",2003-10-12,27,44
875,2:07:41,Toshinari TAKAOKA,1970-09-24,JPN,1,Tokyo (JPN),2005-02-13,34,50
876,2:07:41,Philip MANYIM,1978-03-24,KEN,1,Berlin (GER),2005-09-25,27,42
877,2:07:41,Martin Kiptolo LEL,1978-10-29,KEN,1,London (GBR),2007-04-22,28,42
878,2:07:41,Negari Getachew TERFA,1983-01-01,ETH,3,Berlin (GER),2009-09-20,26,37
879,2:07:41,Alfred KERING,1978-11-20,KEN,4,Paris (FRA),2011-04-10,32,42
880,2:07:41,Debebe TOLOSSA,1980-01-01,ETH,2,"Houston, TX (USA)",2012-01-15,32,40
881,2:07:41,Charles Kiama MUNYEKI,1988-11-02,KEN,6,Seoul (KOR),2012-03-18,23,32
882,2:07:41,Girma BEYENE,1983-11-28,ETH,2,Marrakesh (MAR),2013-01-27,29,37
883,2:07:41,Bedan KAROKI,1990-08-21,KEN,3,London (GBR),2017-04-23,26,30
884,2:07:42,Simon BIWOTT,1972-03-03,KEN,1,Berlin (GER),2000-09-10,28,48
885,2:07:42,William KIPLAGAT,1972-06-21,KEN,1,Rotterdam (NED),2003-04-13,30,48
886,2:07:42,José RÍOS,1974-03-15,ESP,1,Otsu (JPN),2004-03-07,29,46
887,2:07:42,Kenai Kiprotich KENEI,1978-01-01,KEN,3,Hamburg (GER),2007-04-29,29,42
888,2:07:42,Kaan Kigen ÖZBILEN,1986-01-15,KEN,4,Paris (FRA),2015-04-12,29,34
889,2:07:42,Abayneh AYELE,1987-11-04,ETH,5,Paris (FRA),2017-04-09,29,33
890,2:07:43,Erick KIMAIYO KIMASE,1969-07-08,KEN,2,Berlin (GER),1997-09-28,28,51
891,2:07:43,William KIPSANG,1977-06-26,KEN,2,Seoul (KOR),2004-03-14,26,43
892,2:07:43,Girma ASSEFA,1986-06-20,ETH,5,Paris (FRA),2011-04-10,24,34
893,2:07:43,Gemechu WORKU,1985-01-01,ETH,4,See Genezareth (ISR),2012-01-12,27,35
894,2:07:43,Jairus CHANCHIMA,1984-12-05,KEN,7,Seoul (KOR),2012-03-18,27,36
895,2:07:43,Dadi Yami GEMEDA,1982-01-01,ETH,8,"Chicago, IL (USA)",2012-10-07,30,38
896,2:07:43,Elija KEMBOI,1984-09-10,KEN,4,Daegu (KOR),2014-04-06,29,36
897,2:07:43,Feysa BEKELE,1983-08-04,ETH,1,Seoul (KOR),2014-11-09,31,37
898,2:07:43,Sammy KITWARA,1986-11-26,KEN,6,London (GBR),2015-04-26,28,34
899,2:07:43,Titus EKIRU,1992-01-02,KEN,1,Sevilla (ESP),2017-02-19,25,28
901,2:07:44,Bong-ju LEE,1970-10-11,KOR,2,Rotterdam (NED),1998-04-19,27,50
902,2:07:44,Daniel NJENGA,1976-05-07,KEN,2,"Chicago, IL (USA)",2004-10-10,28,44
903,2:07:44,Abderrahim GOUMRI,1976-05-21,MAR,2,London (GBR),2007-04-22,30,44
904,2:07:44,Hendrick RAMAALA,1972-02-02,RSA,5,London (GBR),2009-04-26,37,48
905,2:07:44,John KIPROTICH,1989-03-30,KEN,3,Wien (AUT),2012-04-15,23,31
906,2:07:44,Jaouad GHARIB,1972-05-22,MAR,4,London (GBR),2012-04-22,39,48
907,2:07:44,Paul LONYANGATA,1992-12-12,KEN,2,Xiamen (CHN),2013-01-05,20,27
908,2:07:44,Stephen CHEMLANY,1982-08-09,KEN,4,Berlin (GER),2013-09-29,31,38
909,2:07:44,Gilbert Kipruto KIRWA,1985-12-20,KEN,5,Paris (FRA),2015-04-12,29,34
910,2:07:45,Gert THYS,1971-11-12,RSA,3,"Chicago, IL (USA)",1998-10-11,26,49
911,2:07:45,Simretu ALEMAYEHU,1970-10-18,ETH,1,Torino (ITA),2001-04-01,30,50
912,2:07:45,Edwin KOMEN,1980-01-01,KEN,3,Seoul (KOR),2008-03-16,28,40
913,2:07:45,Teferi WODAJO,1982-01-27,ETH,4,Amsterdam (NED),2009-10-18,27,38
914,2:07:45,Moses Kigen KIPKOSGEI,1983-01-10,KEN,12,Dubai (UAE),2012-01-27,29,37
915,2:07:45,Tadesse ABRAHAM,1982-08-12,ERI,1,Zürich (SUI),2013-04-07,30,38
916,2:07:45,Kaan Kigen ÖZBILEN,1986-01-15,KEN,3,Amsterdam (NED),2015-10-18,29,34
917,2:07:45,Abel KIRUI,1982-06-04,KEN,4,London (GBR),2017-04-23,34,38
918,2:07:45,Marius KIMUTAI,1992-12-10,BRN,4,Seoul (KOR),2018-03-18,25,28
919,2:07:45,Haimro ALMAYA,1990-06-08,ISR,13,Sevilla (ESP),2020-02-23,29,30
920,2:07:45,Yuta SHITARA,1991-12-18,JPN,16,Tokyo (JPN),2020-03-01,28,28
921,2:07:46,Julio REY,1972-01-13,ESP,1,Hamburg (GER),2001-04-22,29,48
922,2:07:46,Patrick Mutuku IVUTI,1978-07-30,KEN,5,"Chicago, IL (USA)",2005-10-09,27,42
923,2:07:46,Nicholas Chelimo KIPKORIR,1983-01-08,KEN,5,Amsterdam (NED),2009-10-18,26,37
924,2:07:46,Feyisa LILESA,1990-02-01,ETH,4,London (GBR),2013-04-21,23,30
925,2:07:46,Chesari Kirui JACOB,1984-04-06,KEN,4,Frankfurt (GER),2013-10-27,29,36
926,2:07:46,Abrha MILAW ASEFA,1988-02-27,ETH,7,Dubai (UAE),2014-01-24,25,32
927,2:07:46,Evans KIPLAGAT,1988-03-05,KEN,2,Seoul (KOR),2014-11-09,26,32
928,2:07:46,Emmanuel MUTAI,1984-10-12,KEN,4,Berlin (GER),2015-09-27,30,36
929,2:07:46,Stephen KIPROTICH,1989-02-27,UGA,4,Tokyo (JPN),2016-02-28,27,31
930,2:07:46,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,4,London (GBR),2016-04-24,20,25
931,2:07:46,Getu FELEKE,1986-11-28,ETH,3,Frankfurt (GER),2017-10-29,30,34
932,2:07:46,Augustino Paulo SULLE,1997-10-13,TAN,2,Toronto (CAN),2018-10-21,21,23
933,2:07:46,Morris Munene GACHAGA,1995-04-07,KEN,4,Paris (FRA),2019-04-14,24,25
934,2:07:46,Abrar OSMAN,1994-01-01,ERI,10,Amsterdam (NED),2019-10-20,25,26
935,2:07:46,Thomas KIPLAGAT,1987-03-01,KEN,10,Valencia (ESP),2019-12-01,32,33
936,2:07:47,Antonio PENA,1970-08-26,ESP,2,Berlin (GER),2000-09-10,30,50
937,2:07:47,Moses TANUI,1965-08-20,KEN,3,"Chicago, IL (USA)",2000-10-22,35,55
938,2:07:47,Felix LIMO,1980-08-22,KEN,3,London (GBR),2007-04-22,26,40
939,2:07:47,Samuel Kiplimo KOSGEI,1986-01-20,KEN,3,Praha (CZE),2011-05-08,25,34
940,2:07:47,Dathan RITZENHEIN,1982-12-30,USA,9,"Chicago, IL (USA)",2012-10-07,29,37
941,2:07:47,Wilson Kipsang KIPROTICH,1982-03-15,KEN,5,London (GBR),2013-04-21,31,38
942,2:07:47,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,3,Seoul (KOR),2015-03-15,30,36
943,2:07:47,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,2,Hamburg (GER),2015-04-26,19,25
944,2:07:47,Eliud KIPTANUI,1989-06-06,KEN,5,Berlin (GER),2016-09-25,27,31
945,2:07:47,Asefa MENGISA,1997-03-14,ETH,1,Osaka (JPN),2019-12-01,22,23
946,2:07:48,Francisco Javier CORTÉS,1971-10-26,ESP,2,Hamburg (GER),2001-04-22,29,49
947,2:07:48,Wilfred Kibet KIGEN,1975-02-23,KEN,2,Hamburg (GER),2008-04-27,33,45
948,2:07:48,Charles Waweru KAMATHI,1978-05-18,KEN,3,Berlin (GER),2008-09-28,30,42
949,2:07:48,Patrick Mutuku IVUTI,1978-07-30,KEN,1,Praha (CZE),2009-05-10,30,42
950,2:07:48,Emmanuel MUTAI,1984-10-12,KEN,2,"Olympiastadion, Berlin (GER)",2009-08-22,24,36
951,2:07:48,Tsegaye KEBEDE,1987-01-15,ETH,5,London (GBR),2011-04-17,24,33
952,2:07:48,Bazu WORKU HAYLA,1990-09-15,ETH,13,Dubai (UAE),2012-01-27,21,30
953,2:07:48,Arata FUJIWARA,1981-09-12,JPN,2,Tokyo (JPN),2012-02-26,30,39
954,2:07:48,Dereje DEBELE,1986-06-28,ETH,1,Düsseldorf (GER),2013-04-28,26,34
955,2:07:48,Joel Kemboi KIMURER,1988-01-21,KEN,1,Gongju (KOR),2013-10-13,25,32
956,2:07:48,Abera KUMA,1990-08-31,ETH,10,Amsterdam (NED),2016-10-16,26,30
957,2:07:48,Tariku KINFU,1996-01-01,ETH,2,Sevilla (ESP),2017-02-19,21,24
958,2:07:48,Albert KANGOGO,1987-08-16,KEN,11,Valencia (ESP),2019-12-01,32,33
959,2:07:49,Yi-yong KIM,1973-09-20,KOR,4,Rotterdam (NED),1999-04-18,25,47
960,2:07:49,Ian SYSTER,1976-01-20,RSA,1,Beijing (CHN),2003-10-19,27,44
961,2:07:49,Jaouad GHARIB,1972-05-22,MAR,2,London (GBR),2005-04-17,32,48
962,2:07:49,Philemon Gitia BAARU,1981-05-20,KEN,2,Košice (SVK),2012-10-07,31,39
963,2:07:49,Evans Kipkosgei RUTO,1984-01-14,KEN,3,Košice (SVK),2012-10-07,28,36
964,2:07:49,Ernest NGENO,1995-05-20,KEN,2,Gongju (KOR),2016-10-16,21,25
965,2:07:50,Boniface USISIVU,1974-09-05,KEN,4,Berlin (GER),2002-09-29,28,46
966,2:07:50,Toshinari TAKAOKA,1970-09-24,JPN,3,"Chicago, IL (USA)",2004-10-10,34,50
967,2:07:50,Jimmy Mwangangi MUINDI,1973-08-14,KEN,1,Rotterdam (NED),2005-04-10,31,47
968,2:07:50,Geoffrey MUTAI,1981-10-07,KEN,1,Eindhoven (NED),2008-10-12,27,39
969,2:07:50,Stephen KIPROTICH,1989-02-27,UGA,3,Tokyo (JPN),2012-02-26,22,31
970,2:07:50,Elisha ROTICH,1990-04-12,KEN,4,Daegu (KOR),2018-04-01,27,30
971,2:07:50,Vincent RONO,1990-12-11,KEN,3,Eindhoven (NED),2018-10-14,27,29
972,2:07:50,Mark Kosgei KIPTOO,1976-06-21,KEN,6,Frankfurt (GER),2018-10-28,42,44
973,2:07:50,Yuta SHITARA,1991-12-18,JPN,1,Gold Coast (AUS),2019-07-07,27,28
974,2:07:51,Robert DE CASTELLA,1957-02-27,AUS,1,"Boston, MA (USA)",1986-04-21,29,63
975,2:07:51,Vincent ROUSSEAU,1962-07-29,BEL,1,Rotterdam (NED),1994-04-17,31,58
976,2:07:51,Domingos CASTRO,1963-11-22,POR,1,Rotterdam (NED),1997-04-20,33,57
977,2:07:51,William KIPLAGAT,1972-06-21,KEN,4,Amsterdam (NED),2003-10-19,31,48
978,2:07:51,Jimmy Mwangangi MUINDI,1973-08-14,KEN,3,"Chicago, IL (USA)",2006-10-22,33,47
979,2:07:51,Jason MBOTE,1977-01-05,KEN,6,Amsterdam (NED),2007-10-21,30,43
980,2:07:51,Elija KEMBOI,1984-09-10,KEN,4,Košice (SVK),2012-10-07,28,36
981,2:07:51,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,1,"New York, NY (USA)",2016-11-06,20,25
982,2:07:51,Abdi FUFA,1995-09-27,ETH,14,Dubai (UAE),2020-01-24,24,25
983,2:07:52,Giacomo LEONE,1971-04-10,ITA,2,Otsu (JPN),2001-03-04,29,49
984,2:07:52,Shigeru ABURAYA,1977-02-08,JPN,3,Otsu (JPN),2001-03-04,24,43
985,2:07:52,Tomoaki KUNICHIKA,1973-04-22,JPN,1,Fukuoka (JPN),2003-12-07,30,47
986,2:07:52,Paul Kiprop KIRUI,1980-02-05,KEN,1,Amsterdam (NED),2008-10-19,28,40
987,2:07:52,Deriba Merga EJIGU,1980-10-26,ETH,1f1,"Houston, TX (USA)",2009-01-18,28,40
988,2:07:52,Tekeste KEBEDE,1981-08-14,ETH,2,Fukuoka (JPN),2009-12-06,28,39
989,2:07:52,Yemane TSEGAY,1985-04-08,ETH,4,Berlin (GER),2010-09-26,25,35
990,2:07:52,Thomas KIPLAGAT,1987-03-01,KEN,3,Seoul (KOR),2014-11-09,27,33
991,2:07:52,Wilson Kipsang KIPROTICH,1982-03-15,KEN,5,London (GBR),2016-04-24,34,38
992,2:07:52,Abel KIRUI,1982-06-04,KEN,7,"Chicago, IL (USA)",2018-10-07,36,38
993,2:07:52,Salah-Eddine BOUNASR,1990-09-27,MAR,1,Otsu (JPN),2019-03-10,28,30
994,2:07:52,Anthony MARITIM,1986-11-12,KEN,2,Ljubljana (SLO),2019-10-27,32,34
995,2:07:53,Josphat KIPRONO,1973-12-12,KEN,2,Rotterdam (NED),2003-04-13,29,46
996,2:07:53,Shadrack KIPLAGAT,1977-12-09,KEN,7,Amsterdam (NED),2007-10-21,29,43
997,2:07:53,David Kemboi KIYENG,1983-04-22,KEN,1,Reims (FRA),2008-10-19,25,37
998,2:07:53,Duncan KIBET,1978-04-25,KEN,1,Milano (ITA),2008-11-23,30,42
999,2:07:53,Duncan Cheruiyot KOECH,1981-12-28,KEN,3,Köln (GER),2012-10-14,30,38
1000,2:07:53,Bernard Kiprop KIPYEGO,1986-07-16,KEN,3,Tokyo (JPN),2013-02-24,26,34
1001,2:07:53,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,5,Daegu (KOR),2014-04-06,29,36
1002,2:07:53,Joel Kemboi KIMURER,1988-01-21,KEN,2,Gongju (KOR),2014-10-19,26,32
1003,2:07:53,Joseph Mana NDIRANGU,1994-09-09,KEN,1,Otsu (JPN),2018-03-04,23,26
1004,2:07:54,Alejandro GOMEZ,1967-04-11,ESP,2,Rotterdam (NED),1997-04-20,30,53
1005,2:07:54,Gezahegn ABERA,1978-04-23,ETH,1,Fukuoka (JPN),1999-12-05,21,42
1006,2:07:54,Jaouad GHARIB,1972-05-22,MAR,4,London (GBR),2007-04-22,34,48
1007,2:07:54,Deressa CHIMSA,1976-11-21,ETH,2f1,Dubai (UAE),2009-01-16,32,44
1008,2:07:54,Moses Kimeli ARUSEI,1983-01-01,KEN,1,Seoul (KOR),2009-03-14,26,37
1009,2:07:54,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,2,Praha (CZE),2009-05-10,29,40
1010,2:07:54,Benjamin KIPTOO,1979-01-10,KEN,1,Chuncheon (KOR),2010-10-24,31,41
1011,2:07:54,Eshetu WENDIMU,1986-10-03,ETH,6,Paris (FRA),2012-04-15,25,34
1012,2:07:54,Negari Getachew TERFA,1983-01-01,ETH,2,"Houston, TX (USA)",2014-01-19,31,37
1013,2:07:54,Essa Ismail RASHED,1986-12-14,QAT,4,Amsterdam (NED),2014-10-19,27,33
1014,2:07:54,Laban Kipngetich KORIR,1985-06-30,KEN,6,Paris (FRA),2015-04-12,29,35
1015,2:07:54,Tsegaye KEBEDE,1987-01-15,ETH,12,Valencia (ESP),2019-12-01,32,33
1016,2:07:55,António PINTO,1966-03-22,POR,1,London (GBR),1997-04-13,31,54
1017,2:07:55,Mohamed OUAADI,1969-01-01,FRA,2,Fukuoka (JPN),1999-12-05,30,51
1018,2:07:55,Toshinari SUWA,1977-01-29,JPN,2,Fukuoka (JPN),2003-12-07,26,43
1019,2:07:55,Stephen CHEMLANY,1982-08-09,KEN,2,Berlin (GER),2011-09-25,29,38
1020,2:07:55,Dadi Yami GEMEDA,1982-01-01,ETH,7,Dubai (UAE),2013-01-25,31,38
1021,2:07:55,Mustapha EL AZIZ,1985-12-24,MAR,3,Seoul (KOR),2013-11-03,27,34
1022,2:07:55,Alemayehu Ameta BELACHEW,1977-01-01,ETH,14,Sevilla (ESP),2020-02-23,43,43
1023,2:07:56,Simon BOR,1969-02-13,KEN,2,Amsterdam (NED),2002-10-20,33,51
1024,2:07:56,Gezahegn ABERA,1978-04-23,ETH,1,London (GBR),2003-04-13,24,42
1025,2:07:56,Stefano BALDINI,1971-05-25,ITA,2,London (GBR),2003-04-13,31,49
1026,2:07:56,Hendrick RAMAALA,1972-02-02,RSA,5,London (GBR),2007-04-22,35,48
1027,2:07:56,Shadrack KIPLAGAT,1977-12-09,KEN,6,Amsterdam (NED),2010-10-17,32,43
1028,2:07:56,Abel KIRUI,1982-06-04,KEN,5,London (GBR),2012-04-22,29,38
1029,2:07:56,Shumi DECHASA,1989-05-28,ETH,4,Hamburg (GER),2012-04-29,22,31
1030,2:07:56,Negari Getachew TERFA,1983-01-01,ETH,1,Roma (ITA),2013-03-17,30,37
1031,2:07:56,Deressa CHIMSA,1976-11-21,ETH,7,Paris (FRA),2015-04-12,38,44
1032,2:07:56,Asefa MENGISA,1997-03-14,ETH,2,Otsu (JPN),2019-03-10,21,23
1033,2:07:56,Leonard KORIR,1986-12-10,USA,11,Amsterdam (NED),2019-10-20,32,34
1034,2:07:56,Simon KARIUKI,1996-04-01,KEN,17,Tokyo (JPN),2020-03-01,23,24
1035,2:07:57,Stefano BALDINI,1971-05-25,ITA,2,London (GBR),1997-04-13,25,49
1036,2:07:57,Abel ANTÓN,1962-10-24,ESP,1,London (GBR),1998-04-26,35,58
1037,2:07:57,Abdelkader EL MOUAZIZ,1969-01-01,MAR,1,London (GBR),1999-04-18,30,51
1038,2:07:57,Joseph NGOLEPUS,1975-04-10,KEN,3,London (GBR),2003-04-13,28,45
1039,2:07:57,Philip SINGOEI,1975-12-31,KEN,1,Eindhoven (NED),2007-10-14,31,44
1040,2:07:57,David Kemboi KIYENG,1983-04-22,KEN,1,Daegu (KOR),2012-04-08,28,37
1041,2:07:57,Hayle LEMI,1994-09-13,ETH,1,Warszawa (POL),2015-04-26,20,26
1042,2:07:57,Ernest NGENO,1995-05-20,KEN,1,Hengshui (CHN),2015-09-26,20,25
1043,2:07:57,Filex Kipchirchir KIPROTICH,1988-12-07,KEN,5,Seoul (KOR),2018-03-18,29,32
1044,2:07:57,Stephen KIPROTICH,1989-02-27,UGA,5,Hamburg (GER),2018-04-29,29,31
1045,2:07:57,Taku FUJIMOTO,1989-09-11,JPN,8,"Chicago, IL (USA)",2018-10-07,29,31
1046,2:07:58,Benson Kipchumba CHERONO,1984-06-30,KEN,1,Milano (ITA),2006-10-08,22,36
1047,2:07:58,Wilfred Kibet KIGEN,1975-02-23,KEN,1,Frankfurt (GER),2007-10-28,32,45
1048,2:07:58,Kenneth Mburu MUNGARA,1973-09-07,KEN,1,Toronto (CAN),2010-09-26,37,47
1049,2:07:58,Bernard Kiprop KIPYEGO,1986-07-16,KEN,3,Rotterdam (NED),2014-04-13,27,34
1050,2:07:58,Tsegaye KEBEDE,1987-01-15,ETH,8,Tokyo (JPN),2015-02-22,28,33
